nombre campaña,fecha inicio,fecha fin,inversión,retorno inversión,tipo,audiencia target,canal,ratio conversión,facturación,duración días,categoría duración,beneficio neto,campaña exitosa,categoría inversión,categoría beneficio
Extended web-enabled approach,2023-01-23,2023-10-26,"94.020,10","0,73",social media,B2B,referral,"0,47","253.543,28",276.0,media,"159.523,18",Sí,alto,bajo
Configurable context-sensitive orchestration,2022-09-15,2024-05-22,"45.583,71","0,30",social media,B2C,organic,"0,00","959.198,90",615.0,larga,"913.615,19",Sí,medio,alto
Organized multi-state definition,2022-09-26,2023-11-22,"94.235,40","0,21",social media,B2B,promotion,"0,16","138.245,41",422.0,media,"44.010,01",Sí,alto,bajo
Horizontal systematic moderator,2023-06-30,2023-10-25,"20.557,58","0,16",webinar,B2B,promotion,"0,80","851.130,62",117.0,corta,"830.573,04",Sí,bajo,alto
Reverse-engineered non-volatile intranet,2022-08-09,2023-10-22,"35.179,90","0,28",webinar,B2B,referral,"0,53","119.499,36",439.0,media,"84.319,46",Sí,bajo,bajo
Versatile systematic flexibility,2023-05-16,2023-09-06,"24.546,35","0,81",webinar,B2C,promotion,"0,14","415.710,74",113.0,corta,"391.164,39",Sí,bajo,medio
Sharable tangible structure,2022-09-22,2023-12-07,"11.545,73","0,43",social media,B2C,promotion,"0,50","30.036,66",441.0,media,"18.490,93",Sí,bajo,bajo
Enhanced optimizing time-frame,2022-11-06,2024-04-02,"1.378,61","0,15",email,B2B,organic,"0,66","862.862,99",513.0,larga,"861.484,38",Sí,bajo,alto
Stand-alone zero-defect Graphic Interface,2023-01-09,2023-10-31,"41.687,29","0,31",social media,B2B,organic,"0,97","306.545,57",295.0,media,"264.858,28",Sí,medio,bajo
Intuitive 24hour flexibility,2023-05-22,2023-11-30,"78.922,22","0,60",podcast,B2C,organic,"0,50","820.394,15",192.0,corta,"741.471,93",Sí,alto,alto
Profound heuristic solution,2022-09-03,2023-12-05,"29.965,35","0,55",email,B2B,organic,"0,69","800.087,39",458.0,larga,"770.122,04",Sí,bajo,alto
Organized explicit pricing structure,2022-09-19,2023-11-10,"44.016,46","0,67",webinar,B2C,organic,"0,46","516.247,30",417.0,media,"472.230,84",Sí,medio,medio
Compatible local concept,2023-06-03,2024-03-09,"79.189,20","0,81",webinar,B2B,referral,"0,15","9.576,39",280.0,media,"-69.612,81",No,alto,bajo
Business-focused directional instruction set,2023-06-21,2023-09-08,"65.347,80","0,74",podcast,B2B,promotion,"0,80","868.299,33",79.0,corta,"802.951,53",Sí,alto,alto
Up-sized foreground open system,2023-04-29,2024-05-08,"64.165,51","0,66",podcast,B2B,promotion,"0,44","290.264,87",375.0,media,"226.099,36",Sí,alto,bajo
Operative exuding process improvement,2023-05-29,2023-11-11,"55.991,95","0,15",social media,B2B,organic,"0,72","972.995,99",166.0,corta,"917.004,04",Sí,medio,alto
Ergonomic full-range workforce,2023-04-25,2024-03-13,"88.094,67","0,94",email,B2B,paid,"0,24","295.898,20",323.0,media,"207.803,53",Sí,alto,bajo
Down-sized object-oriented website,2022-11-16,2024-04-10,"23.030,51","0,40",social media,B2C,referral,"0,90","14.158,69",511.0,larga,"-8.871,82",No,bajo,bajo
Fully-configurable web-enabled info-mediaries,2023-03-30,2024-04-04,"44.207,35","0,79",social media,B2C,organic,"0,51","865.565,75",371.0,media,"821.358,40",Sí,medio,alto
User-centric intangible success,2023-01-09,2023-08-27,"40.594,89","0,94",email,B2C,referral,"0,86","313.328,51",230.0,corta,"272.733,62",Sí,medio,bajo
Realigned zero administration intranet,2023-03-12,2023-11-29,"55.314,88","0,11",social media,B2B,paid,"0,34","354.396,83",262.0,corta,"299.081,95",Sí,medio,bajo
Secured grid-enabled policy,2023-07-22,2023-08-27,"91.275,20","0,77",email,B2C,paid,"0,38","761.329,99",36.0,corta,"670.054,79",Sí,alto,alto
Sharable neutral array,2023-03-24,2024-06-15,"67.716,57","0,39",webinar,B2B,promotion,"0,15","120.441,40",449.0,media,"52.724,83",Sí,alto,bajo
Universal global benchmark,2023-05-04,2024-03-13,"15.390,47","0,57",webinar,B2B,paid,"0,72","289.275,20",314.0,media,"273.884,73",Sí,bajo,bajo
Adaptive well-modulated extranet,2022-11-18,2023-08-09,"71.105,48","0,41",social media,B2C,promotion,"0,90","242.732,54",264.0,corta,"171.627,06",Sí,alto,bajo
Robust tangible strategy,2023-05-16,2023-12-16,"4.459,25","0,95",webinar,B2C,paid,"0,62","285.414,63",214.0,corta,"280.955,38",Sí,bajo,bajo
Versatile context-sensitive interface,2022-11-05,2023-10-29,"30.382,56","0,71",webinar,B2B,paid,"0,95","441.419,78",358.0,media,"411.037,22",Sí,bajo,medio
Synergistic value-added help-desk,2023-04-01,2024-07-18,"29.527,93","0,85",social media,B2C,paid,"0,61","142.683,63",474.0,larga,"113.155,70",Sí,bajo,bajo
Multi-channeled didactic process improvement,2022-12-31,2024-06-08,"97.339,13","0,50",email,B2B,organic,"0,69","409.395,67",525.0,larga,"312.056,54",Sí,alto,bajo
Distributed stable emulation,2022-12-04,2024-03-19,"38.723,34","0,41",email,B2C,referral,"0,22","122.519,77",471.0,larga,"83.796,43",Sí,medio,bajo
Operative context-sensitive Local Area Network,2022-08-31,2023-11-28,"62.234,75","0,51",email,B2B,promotion,"0,84","640.882,28",454.0,media,"578.647,53",Sí,alto,medio
Seamless motivating infrastructure,2023-02-20,2023-10-20,"63.478,39","0,96",podcast,B2B,organic,"0,28","563.372,52",242.0,corta,"499.894,13",Sí,alto,medio
Switchable leadingedge alliance,2023-01-29,2024-07-28,"93.236,34","0,92",webinar,B2C,referral,"0,85","545.988,99",546.0,larga,"452.752,65",Sí,alto,medio
Multi-lateral grid-enabled middleware,2023-06-11,2024-07-17,"84.718,25","0,98",social media,B2B,paid,"0,97","76.971,76",402.0,media,"-7.746,49",No,alto,bajo
Inverse system-worthy utilization,2022-08-25,2023-08-15,"17.398,10","0,22",email,B2C,paid,"0,60","36.397,45",355.0,media,"18.999,35",Sí,bajo,bajo
Extended next generation paradigm,2023-06-01,2024-01-26,"78.135,60","0,54",podcast,B2B,referral,"0,11","551.156,74",239.0,corta,"473.021,14",Sí,alto,medio
Customer-focused bifurcated service-desk,2023-04-08,2023-09-19,"24.769,60","0,65",social media,B2B,organic,"0,90","161.983,35",164.0,corta,"137.213,75",Sí,bajo,bajo
Extended tangible hierarchy,2022-08-02,2024-04-07,"36.943,95","0,63",social media,B2C,referral,"0,46","135.256,94",614.0,larga,"98.312,99",Sí,medio,bajo
Down-sized systematic contingency,2023-05-14,2024-07-26,"67.417,39","0,15",podcast,B2C,paid,"0,74","291.171,32",439.0,media,"223.753,93",Sí,alto,bajo
Focused holistic installation,2022-12-13,2023-09-14,"65.008,76","0,15",podcast,B2B,paid,"0,36","433.912,40",275.0,media,"368.903,64",Sí,alto,medio
Profound 24/7 parallelism,2023-06-21,2023-12-13,"75.478,50","0,15",social media,B2B,referral,"0,34","372.918,30",175.0,corta,"297.439,80",Sí,alto,bajo
Ergonomic incremental utilization,2022-11-06,2024-06-01,"30.574,80","0,20",webinar,B2C,promotion,"0,92","985.934,77",573.0,larga,"955.359,97",Sí,bajo,alto
Implemented actuating structure,2023-01-26,2024-05-11,"73.452,84","0,10",podcast,B2B,paid,"0,83","870.280,71",471.0,larga,"796.827,87",Sí,alto,alto
Optimized high-level ability,2023-04-22,2024-03-23,"2.113,42","0,97",email,B2C,paid,"0,60","545.164,59",336.0,media,"543.051,17",Sí,bajo,medio
Up-sized eco-centric open architecture,2023-05-20,2023-08-22,"43.439,29","0,57",social media,B2B,paid,"0,24","887.646,91",94.0,corta,"844.207,62",Sí,medio,alto
Business-focused systematic Graphical User Interface,2023-01-25,2023-11-22,"55.795,59","0,37",social media,B2B,organic,"0,70","678.927,40",301.0,media,"623.131,81",Sí,medio,alto
Up-sized maximized time-frame,2023-05-17,2024-06-24,"7.795,44","0,95",social media,B2B,organic,"0,24","533.292,53",404.0,media,"525.497,09",Sí,bajo,medio
Versatile explicit standardization,2023-05-08,2023-11-16,"93.728,56","0,87",webinar,B2B,paid,"0,68","371.660,32",192.0,corta,"277.931,76",Sí,alto,bajo
Extended regional paradigm,2023-01-15,2023-09-09,"61.599,31","0,44",email,B2C,organic,"0,30","510.396,54",237.0,corta,"448.797,23",Sí,alto,medio
Multi-channeled real-time info-mediaries,2023-06-27,2024-04-30,"71.582,81","0,51",email,B2B,paid,"0,00","878.650,20",308.0,media,"807.067,39",Sí,alto,alto
Function-based 4thgeneration flexibility,2023-02-11,2024-04-20,"40.565,83","0,62",social media,B2C,promotion,"0,11","90.238,91",434.0,media,"49.673,08",Sí,medio,bajo
Stand-alone client-driven approach,2023-02-28,2023-10-05,"8.570,41","0,52",podcast,B2B,paid,"0,71","864.848,47",219.0,corta,"856.278,06",Sí,bajo,alto
Balanced optimizing software,2023-04-10,2024-05-10,"10.297,36","0,95",podcast,B2B,paid,"0,71","997.657,18",396.0,media,"987.359,82",Sí,bajo,alto
De-engineered object-oriented framework,2022-10-01,2023-12-10,"12.624,62","0,31",social media,B2C,paid,"0,51","490.299,83",435.0,media,"477.675,21",Sí,bajo,medio
Multi-layered full-range throughput,2023-02-09,2024-03-01,"71.398,88","0,38",social media,B2B,paid,"0,83","428.690,20",386.0,media,"357.291,32",Sí,alto,medio
Self-enabling multi-tasking help-desk,2023-05-01,2024-07-16,"95.378,20","0,69",email,B2B,referral,"0,91","744.126,87",442.0,media,"648.748,67",Sí,alto,alto
Object-based national standardization,2022-08-13,2023-10-06,"95.049,66","0,84",podcast,B2C,promotion,"0,20","307.444,60",419.0,media,"212.394,94",Sí,alto,bajo
Object-based leadingedge initiative,2023-03-01,2024-02-08,"14.254,90","0,80",podcast,B2C,promotion,"0,31","373.966,59",344.0,media,"359.711,69",Sí,bajo,medio
Sharable background circuit,2022-08-26,2024-06-15,"39.380,23","0,58",email,B2B,referral,"0,99","878.859,45",659.0,larga,"839.479,22",Sí,medio,alto
Synchronized national system engine,2023-01-18,2023-11-11,"1.223,82","0,71",social media,B2C,paid,"0,30","768.567,70",297.0,media,"767.343,88",Sí,bajo,alto
Front-line attitude-oriented adapter,2023-01-07,2024-04-23,"32.575,19","0,90",webinar,B2C,referral,"0,17","262.152,11",472.0,larga,"229.576,92",Sí,bajo,bajo
Grass-roots scalable framework,2023-02-16,2023-08-19,"61.978,10","0,39",social media,B2C,paid,"0,77","108,21",184.0,corta,"-61.869,89",No,alto,bajo
Networked zero administration array,2022-12-29,2023-12-13,"62.893,80","0,18",email,B2B,promotion,"0,53","956.677,10",349.0,media,"893.783,30",Sí,alto,alto
Visionary client-driven instruction set,2022-12-18,2023-11-09,"80.963,14","0,14",email,B2C,organic,"0,70","520.779,28",326.0,media,"439.816,14",Sí,alto,medio
Seamless directional Graphic Interface,2022-08-27,2023-12-08,"89.833,97","0,60",email,B2C,promotion,"0,42","533.309,75",468.0,larga,"443.475,78",Sí,alto,medio
Innovative 4thgeneration protocol,2022-08-16,2024-01-24,"78.857,26","0,15",webinar,B2C,promotion,"0,74","899.416,78",526.0,larga,"820.559,52",Sí,alto,alto
Cross-group radical definition,2023-04-24,2024-04-01,"42.878,10","0,48",webinar,B2C,organic,"0,66","236.497,10",343.0,media,"193.619,00",Sí,medio,bajo
Automated client-server contingency,2022-11-30,2023-12-20,"27.483,74","0,80",social media,B2B,organic,"0,38","138.657,81",385.0,media,"111.174,07",Sí,bajo,bajo
Enterprise-wide tangible secured line,2023-07-04,2024-05-30,"32.993,61","0,40",email,B2B,promotion,"0,90","15.015,31",331.0,media,"-17.978,30",No,bajo,bajo
Open-architected transitional framework,2022-10-02,2023-12-15,"2.568,10","0,44",podcast,B2C,organic,"0,26","189.403,95",439.0,media,"186.835,85",Sí,bajo,bajo
Networked motivating Graphic Interface,2022-08-06,2024-04-23,"9.689,82","0,23",podcast,B2C,referral,"0,31","570.403,72",626.0,larga,"560.713,90",Sí,bajo,medio
Balanced impactful collaboration,2022-09-07,2024-03-24,"48.068,29","0,96",social media,B2C,organic,"0,13","749.632,31",564.0,larga,"701.564,02",Sí,medio,alto
Phased clear-thinking matrix,2022-12-28,2024-06-24,"41.572,75","0,88",webinar,B2B,paid,"0,40","745.526,31",544.0,larga,"703.953,56",Sí,medio,alto
Multi-channeled hybrid workforce,2022-12-27,2023-09-12,"54.998,51","0,46",email,B2B,promotion,"0,44","328.378,21",259.0,corta,"273.379,70",Sí,medio,bajo
Up-sized dedicated workforce,2022-09-13,2024-05-21,"26.043,99","0,28",email,B2C,organic,"0,25","990.541,80",616.0,larga,"964.497,81",Sí,bajo,alto
Focused tangible array,2022-12-20,2024-03-10,"24.633,17","0,52",podcast,B2B,referral,"0,45","477.094,47",446.0,media,"452.461,30",Sí,bajo,medio
Organized heuristic customer loyalty,2022-08-14,2023-08-07,"56.844,80","0,17",email,B2B,referral,"0,45","213.233,35",358.0,media,"156.388,55",Sí,medio,bajo
Implemented radical array,2022-08-09,2024-02-11,"50.192,71","0,74",email,B2B,organic,"0,13","579.337,15",551.0,larga,"529.144,44",Sí,medio,medio
Reactive even-keeled hardware,2023-04-20,2024-06-24,"86.585,56","0,62",email,B2B,organic,"0,94","343.542,86",431.0,media,"256.957,30",Sí,alto,bajo
Implemented logistical architecture,2023-07-20,2024-04-06,"15.386,79","0,23",webinar,B2B,organic,"0,98","973.522,31",261.0,corta,"958.135,52",Sí,bajo,alto
Team-oriented intermediate matrices,2023-05-31,2024-01-04,"56.098,87","0,74",webinar,B2C,organic,"0,53","693.941,43",218.0,corta,"637.842,56",Sí,medio,alto
Operative optimizing firmware,2023-04-06,2024-06-20,"86.427,37","0,16",webinar,B2B,organic,"0,69","615.345,97",441.0,media,"528.918,60",Sí,alto,medio
Cloned system-worthy project,2023-05-11,2023-11-30,"12.214,82","0,36",email,B2B,organic,"0,46","553.547,53",203.0,corta,"541.332,71",Sí,bajo,medio
Versatile regional capability,2022-09-26,2023-09-19,"83.088,32","0,14",email,B2C,paid,"0,80","564.579,89",358.0,media,"481.491,57",Sí,alto,medio
De-engineered static standardization,2022-11-22,2023-10-21,"80.176,50","0,46",email,B2C,promotion,"0,11","24.198,61",333.0,media,"-55.977,89",No,alto,bajo
Total bi-directional attitude,2023-04-25,2024-06-12,"11.441,68","0,51",podcast,B2B,promotion,"0,39","831.009,89",414.0,media,"819.568,21",Sí,bajo,alto
Progressive non-volatile service-desk,2022-09-20,2024-06-10,"48.365,23","0,67",webinar,B2C,organic,"0,67","340.157,74",629.0,larga,"291.792,51",Sí,medio,bajo
Business-focused needs-based synergy,2023-06-20,2023-09-12,"86.182,78","0,29",webinar,B2B,promotion,"0,12","761.650,71",84.0,corta,"675.467,93",Sí,alto,alto
Optional holistic Graphical User Interface,2023-04-15,2024-06-10,"87.937,87","0,75",social media,B2B,promotion,"0,96","186.429,38",422.0,media,"98.491,51",Sí,alto,bajo
Grass-roots bottom-line strategy,2023-04-23,2023-08-09,"13.932,94","0,48",webinar,B2C,promotion,"0,21","737.381,80",108.0,corta,"723.448,86",Sí,bajo,alto
Quality-focused fault-tolerant secured line,2023-02-01,2023-08-02,"8.324,30","0,68",webinar,B2C,promotion,"0,76","875.993,48",182.0,corta,"867.669,18",Sí,bajo,alto
Secured solution-oriented application,2022-09-12,2024-02-22,"10.216,93","0,24",social media,B2B,organic,"0,12","597.726,39",528.0,larga,"587.509,46",Sí,bajo,medio
Multi-tiered executive task-force,2023-02-18,2024-03-24,"73.598,13","0,43",email,B2C,promotion,"0,45","508.514,45",400.0,media,"434.916,32",Sí,alto,medio
Focused empowering superstructure,2023-02-05,2024-05-26,"39.103,33","0,81",webinar,B2C,promotion,"0,55","503.191,26",476.0,larga,"464.087,93",Sí,medio,medio
Reverse-engineered motivating algorithm,2023-01-28,2024-03-23,"5.833,99","0,34",webinar,B2C,promotion,"0,65","181.824,50",420.0,media,"175.990,51",Sí,bajo,bajo
Configurable attitude-oriented throughput,2023-01-14,2024-07-17,"60.899,96","0,89",podcast,B2C,promotion,"0,30","511.916,80",550.0,larga,"451.016,84",Sí,alto,medio
Expanded neutral extranet,2023-06-16,2023-12-07,"40.596,83","0,94",podcast,B2B,promotion,"0,22","794.415,14",174.0,corta,"753.818,31",Sí,medio,alto
Reduced attitude-oriented task-force,2022-12-03,2023-12-24,"25.337,54","0,88",social media,B2C,promotion,"0,17","569.047,55",386.0,media,"543.710,01",Sí,bajo,medio
Focused logistical projection,2022-09-15,2023-10-18,"93.064,34","0,53",webinar,B2C,promotion,"0,60","783.632,31",398.0,media,"690.567,97",Sí,alto,alto
Proactive asymmetric time-frame,2023-01-15,2024-03-24,"75.609,64","0,43",webinar,B2C,promotion,"0,84","579.392,35",434.0,media,"503.782,71",Sí,alto,medio
Inverse systematic productivity,2023-05-08,2024-07-20,"21.939,98","0,10",email,B2C,promotion,"0,55","52.042,32",439.0,media,"30.102,34",Sí,bajo,bajo
Optional coherent moratorium,2022-09-17,2023-11-24,"89.036,76","0,76",podcast,B2B,organic,"0,44","917.084,93",433.0,media,"828.048,17",Sí,alto,alto
Expanded upward-trending conglomeration,2023-02-04,2024-06-01,"31.126,70","0,76",podcast,B2C,organic,"0,37","899.936,24",483.0,larga,"868.809,54",Sí,bajo,alto
Compatible clear-thinking array,2022-08-17,2024-04-21,"51.825,62","0,60",webinar,B2B,promotion,"0,49","891.145,72",613.0,larga,"839.320,10",Sí,medio,alto
Universal 4thgeneration framework,2023-04-25,2023-12-22,"71.516,90","0,20",email,B2C,organic,"0,72","857.045,98",241.0,corta,"785.529,08",Sí,alto,alto
Persevering motivating benchmark,2023-07-02,2023-09-18,"95.735,11","0,49",social media,B2C,promotion,"0,24","369.103,26",78.0,corta,"273.368,15",Sí,alto,bajo
Object-based content-based ability,2022-10-12,2023-12-20,"26.262,29","0,67",webinar,B2C,organic,"0,77","415.891,10",434.0,media,"389.628,81",Sí,bajo,medio
Innovative logistical interface,2023-03-05,2023-10-25,"99.579,39","0,10",social media,B2C,organic,"0,28","758.121,44",234.0,corta,"658.542,05",Sí,alto,alto
De-engineered impactful policy,2022-09-04,2024-06-11,"35.965,37","0,21",podcast,B2C,paid,"0,77","574.345,65",646.0,larga,"538.380,28",Sí,medio,medio
Integrated contextually-based parallelism,2022-08-19,2024-06-02,"47.201,38","0,58",webinar,B2C,organic,"0,67","402.603,75",653.0,larga,"355.402,37",Sí,medio,bajo
Innovative mission-critical firmware,2023-04-10,2023-09-10,"66.401,20","0,71",email,B2C,promotion,"0,91","419.378,34",153.0,corta,"352.977,14",Sí,alto,bajo
Advanced clear-thinking Graphical User Interface,2023-01-21,2024-05-19,"69.533,11","0,72",webinar,B2C,promotion,"0,59","791.308,71",484.0,larga,"721.775,60",Sí,alto,alto
Reactive tangible access,2022-09-09,2024-05-14,"73.328,31","0,18",webinar,B2B,organic,"0,92","149.637,56",613.0,larga,"76.309,25",Sí,alto,bajo
Versatile systemic challenge,2023-02-02,2023-12-28,"50.036,80","0,27",social media,B2B,promotion,"0,45","578.349,16",329.0,media,"528.312,36",Sí,medio,medio
Switchable value-added portal,2022-09-10,2023-09-16,"24.555,69","0,78",email,B2B,referral,"0,19","542.272,50",371.0,media,"517.716,81",Sí,bajo,medio
Up-sized well-modulated support,2022-09-11,2024-06-06,"83.793,28","0,45",webinar,B2C,paid,"0,97","927.525,79",634.0,larga,"843.732,51",Sí,alto,alto
Secured asymmetric focus group,2023-03-17,2023-10-05,"20.492,32","0,34",social media,B2C,paid,"0,43","293.207,54",202.0,corta,"272.715,22",Sí,bajo,bajo
Down-sized 6thgeneration methodology,2023-05-26,2023-12-14,"84.057,89","0,17",podcast,B2B,paid,"0,69","574.894,60",202.0,corta,"490.836,71",Sí,alto,medio
Upgradable next generation knowledge user,2023-02-14,2023-09-01,"44.021,70","0,88",webinar,B2B,promotion,"0,71","268.456,40",199.0,corta,"224.434,70",Sí,medio,bajo
Reverse-engineered regional data-warehouse,2022-11-10,2024-05-06,"72.633,75","0,42",email,B2C,referral,"0,19","46.016,24",543.0,larga,"-26.617,51",No,alto,bajo
Implemented 4thgeneration open system,2022-12-30,2024-05-12,"42.103,60","0,66",webinar,B2C,organic,"0,84","789.172,99",499.0,larga,"747.069,39",Sí,medio,alto
Progressive motivating array,2023-02-18,2024-01-18,"30.951,13","0,99",email,B2C,referral,"0,25","576.624,43",334.0,media,"545.673,30",Sí,bajo,medio
Visionary client-driven pricing structure,2022-09-11,2024-07-29,"4.675,43","0,68",social media,B2B,paid,"0,50","641.884,20",687.0,larga,"637.208,77",Sí,bajo,alto
Pre-emptive mission-critical matrices,2022-08-30,2023-11-19,"55.342,00","0,19",email,B2C,organic,"0,90","350.758,89",446.0,media,"295.416,89",Sí,medio,bajo
Triple-buffered high-level neural-net,2022-11-01,2024-06-05,"83.667,24","0,25",social media,B2B,organic,"0,00","460.534,50",582.0,larga,"376.867,26",Sí,alto,medio
Managed actuating open architecture,2022-12-30,2023-11-02,"69.912,37","0,71",email,B2C,promotion,"0,24","325.212,98",307.0,media,"255.300,61",Sí,alto,bajo
Visionary composite task-force,2022-10-22,2024-07-30,"68.203,64","0,74",email,B2B,organic,"0,56","931.667,61",647.0,larga,"863.463,97",Sí,alto,alto
Ergonomic fresh-thinking customer loyalty,2022-08-28,2024-05-20,"53.848,51","0,27",email,B2B,organic,"0,98","940.582,98",631.0,larga,"886.734,47",Sí,medio,alto
Enterprise-wide didactic instruction set,2022-11-11,2023-10-05,"2.339,30","0,25",social media,B2B,organic,"0,73","197.904,55",328.0,media,"195.565,25",Sí,bajo,bajo
Decentralized client-driven adapter,2023-01-08,2024-03-18,"85.162,21","0,12",webinar,B2C,promotion,"0,90","547.794,76",435.0,media,"462.632,55",Sí,alto,medio
Cross-platform transitional interface,2022-08-05,2023-09-23,"57.412,53","0,66",webinar,B2C,paid,"0,20","540.285,90",414.0,media,"482.873,37",Sí,medio,medio
Universal transitional moderator,2023-05-04,2024-07-22,"17.051,21","0,72",social media,B2B,promotion,"0,22","572.556,50",445.0,media,"555.505,29",Sí,bajo,medio
Universal composite open system,2023-03-02,2024-01-13,"20.606,52","0,12",webinar,B2B,organic,"0,42","346.919,49",317.0,media,"326.312,97",Sí,bajo,bajo
Public-key human-resource product,2022-11-11,2024-07-23,"18.637,27","0,25",podcast,B2B,paid,"0,16","105.353,85",620.0,larga,"86.716,58",Sí,bajo,bajo
Secured background encryption,2022-09-22,2023-12-18,"57.858,79","0,10",email,B2B,referral,"0,16","755.718,77",452.0,media,"697.859,98",Sí,medio,alto
Implemented content-based contingency,2023-07-18,2023-09-05,"9.933,82","0,40",email,B2C,promotion,"0,35","286.921,83",49.0,corta,"276.988,01",Sí,bajo,bajo
Open-architected responsive array,2022-12-24,2023-12-10,"55.733,12","0,34",social media,B2C,promotion,"0,31","148.330,90",351.0,media,"92.597,78",Sí,medio,bajo
Reverse-engineered client-server neural-net,2023-01-19,2024-02-17,"3.854,95","0,12",social media,B2B,promotion,"0,34","223.877,30",394.0,media,"220.022,35",Sí,bajo,bajo
Networked upward-trending forecast,2023-07-06,2024-01-23,"43.185,33","0,47",email,B2B,referral,"0,72","918.409,28",201.0,corta,"875.223,95",Sí,medio,alto
Multi-layered optimal pricing structure,2023-01-28,2023-11-21,"35.728,11","0,35",webinar,B2C,organic,"0,97","556.729,13",297.0,media,"521.001,02",Sí,medio,medio
Persistent stable leverage,2023-01-15,2023-10-04,"70.220,82","0,50",social media,B2B,paid,"0,33","89.723,88",262.0,corta,"19.503,06",Sí,alto,bajo
Focused stable analyzer,2023-06-28,2024-06-06,"39.506,88","0,55",webinar,B2C,organic,"0,81","753.417,28",344.0,media,"713.910,40",Sí,medio,alto
Networked exuding instruction set,2022-09-11,2024-02-27,"93.971,20","0,39",podcast,B2C,promotion,"0,29","232.132,15",534.0,larga,"138.160,95",Sí,alto,bajo
Multi-layered intermediate conglomeration,2022-08-30,2024-04-17,"51.220,79","0,41",webinar,B2C,referral,"0,13","784.728,26",596.0,larga,"733.507,47",Sí,medio,alto
Visionary 24hour circuit,2022-08-26,2024-06-21,"88.113,95","0,39",email,B2B,paid,"0,49","528.254,15",665.0,larga,"440.140,20",Sí,alto,medio
Optional even-keeled functionalities,2023-01-01,2023-08-23,"62.829,72","0,50",webinar,B2C,referral,"0,62","253.765,71",234.0,corta,"190.935,99",Sí,alto,bajo
De-engineered systematic conglomeration,2023-05-02,2023-12-26,"79.350,42","0,81",webinar,B2C,organic,"0,57","332.867,82",238.0,corta,"253.517,40",Sí,alto,bajo
Extended 24hour contingency,2023-07-07,2023-08-18,"69.815,82","0,16",podcast,B2C,organic,"0,27","2.810,51",42.0,corta,"-67.005,31",No,alto,bajo
User-centric clear-thinking interface,2022-08-28,2024-05-27,"29.206,80","0,60",social media,B2C,referral,"0,34","628.376,14",638.0,larga,"599.169,34",Sí,bajo,alto
Programmable optimal capability,2023-06-06,2024-02-27,"59.160,00","0,77",email,B2B,organic,"0,69","376.200,21",266.0,corta,"317.040,21",Sí,alto,bajo
Optimized zero administration approach,2023-04-07,2023-11-13,"17.097,49","0,30",email,B2B,referral,"0,82","378.447,69",220.0,corta,"361.350,20",Sí,bajo,medio
Robust directional complexity,2023-03-16,2024-07-27,"31.330,31","0,35",email,B2B,organic,"0,77","820.739,68",499.0,larga,"789.409,37",Sí,bajo,alto
Reverse-engineered 4thgeneration analyzer,2022-12-24,2023-11-03,"35.539,13","0,53",social media,B2C,referral,"0,68","579.364,90",314.0,media,"543.825,77",Sí,medio,medio
Secured incremental moratorium,2022-08-04,2023-08-28,"43.792,40","0,94",webinar,B2B,paid,"0,81","70.347,37",389.0,media,"26.554,97",Sí,medio,bajo
Universal asymmetric extranet,2023-03-07,2024-04-30,"80.292,70","0,60",webinar,B2B,referral,"0,25","19.497,73",420.0,media,"-60.794,97",No,alto,bajo
User-friendly next generation challenge,2023-01-27,2023-09-10,"93.319,78","0,61",social media,B2B,promotion,"0,57","738.244,49",226.0,corta,"644.924,71",Sí,alto,alto
Vision-oriented zero tolerance hardware,2023-01-13,2023-12-28,"25.534,30","0,90",email,B2C,paid,"0,99","141.758,95",349.0,media,"116.224,65",Sí,bajo,bajo
Reverse-engineered static infrastructure,2023-07-16,2023-08-07,"7.315,35","0,86",email,B2C,referral,"0,70","162.798,55",22.0,corta,"155.483,20",Sí,bajo,bajo
Managed leadingedge knowledge user,2023-03-04,2024-01-27,"4.714,75","0,66",email,B2B,referral,"0,12","650.653,56",329.0,media,"645.938,81",Sí,bajo,alto
Multi-channeled full-range framework,2023-07-01,2023-08-31,"83.835,24","0,16",webinar,B2C,organic,"0,48","161.707,63",61.0,corta,"77.872,39",Sí,alto,bajo
Optional secondary website,2022-12-13,2023-09-12,"17.625,00","0,22",webinar,B2B,paid,"0,18","517.206,57",273.0,media,"499.581,57",Sí,bajo,medio
Open-source fault-tolerant open architecture,2023-06-03,2024-07-31,"29.827,35","0,52",webinar,B2C,referral,"0,36","310.553,26",424.0,media,"280.725,91",Sí,bajo,bajo
Distributed dynamic process improvement,2022-09-17,2023-10-06,"62.616,23","0,59",email,B2B,organic,"0,70","652.592,33",384.0,media,"589.976,10",Sí,alto,medio
Triple-buffered exuding Local Area Network,2022-12-19,2023-11-21,"47.196,25","0,90",podcast,B2C,promotion,"0,92","572.836,70",337.0,media,"525.640,45",Sí,medio,medio
Vision-oriented 24hour migration,2022-09-30,2023-12-07,"4.072,67","0,15",social media,B2C,organic,"0,18","7.636,54",433.0,media,"3.563,87",Sí,bajo,bajo
Intuitive 4thgeneration access,2022-08-16,2024-07-28,"82.509,65","0,78",social media,B2B,referral,"0,29","702.414,14",712.0,larga,"619.904,49",Sí,alto,alto
